id,name,recipe1,recipe2,recipe3,recipe4,recipe5,recipe6
2328,Summoning Potion,1400,,,,,
2329,Dangersense Potion,318,,,,,
2330,Purple Clubberfish,,,,,,
2331,Obsidian Swordfish,,,,,,
2332,Swordfish,,,,,,
2333,Iron Fence,668,,,,,
2334,Wooden Crate,,,,,,
2335,Iron Crate,,,,,,
2336,Golden Crate,,,,,,
2337,Old Shoe,,,,,,
2339,Tin Can,,,,,,
2340,Minecart Track,806,,,,,
2341,Reaver Shark,,,,,,
2342,Sawtooth Shark,,,,,,
2343,Minecart,,,,,,
2344,Ammo Reservation Potion,39,,,,,
2345,Lifeforce Potion,717,,,,,
2346,Endurance Potion,416,,,,,
2347,Rage Potion,1099,,,,,
2348,Inferno Potion,650,,,,,
2349,Wrath Potion,1560,,,,,
2350,Recall Potion,1104,,,,,
2351,Teleportation Potion,1415,,,,,
2352,Love Potion,767,,,,,
2353,Stink Potion,1394,,,,,
2354,Fishing Potion,432,,,,,
2355,Sonar Potion,1308,,,,,
2356,Crate Potion,302,,,,,
2357,Shiverthorn Seeds,,,,,,
2358,Shiverthorn,,,,,,
2359,Warmth Potion,1524,,,,,
2360,Fish Hook,,,,,,
2361,Bee Headgear,69,,,,,
2362,Bee Breastplate,66,,,,,
2363,Bee Greaves,68,,,,,
2364,Hornet Staff,639,,,,,
2365,Imp Staff,648,,,,,
2366,Queen Spider Staff,1097,,,,,
2367,Angler Hat,,,,,,
2368,Angler Vest,,,,,,
2369,Angler Pants,,,,,,
2370,Spider Mask,1328,,,,,
2371,Spider Breastplate,1326,,,,,
2372,Spider Greaves,1327,,,,,
2373,High Test Fishing Line,,,,,,
2374,Angler Earring,,,,,,
2375,Tackle Box,,,,,,
2376,Blue Dungeon Piano,,,,,,
2377,Green Dungeon Piano,,,,,,
2378,Pink Dungeon Piano,,,,,,
2379,Golden Piano,,,,,,
2380,Obsidian Piano,,,,,,
2381,Bone Piano,118,,,,,
2382,Cactus Piano,203,,,,,
2383,Spooky Piano,1349,,,,,
2384,Skyware Piano,1262,,,,,
2385,Lihzahrd Piano,737,,,,,
2386,Blue Dungeon Dresser,,,,,,
2387,Green Dungeon Dresser,,,,,,
2388,Pink Dungeon Dresser,,,,,,
2389,Golden Dresser,,,,,,
2390,Obsidian Dresser,,,,,,
2391,Bone Dresser,116,,,,,
2392,Cactus Dresser,198,,,,,
2393,Spooky Dresser,1344,,,,,
2394,Skyware Dresser,1259,,,,,
2395,Honey Dresser,630,,,,,
2396,Lihzahrd Dresser,734,,,,,
2397,Sofa,1297,,,,,
2398,Ebonwood Sofa,400,,,,,
2399,Rich Mahogany Sofa,1150,,,,,
2400,Pearlwood Sofa,1011,,,,,
2401,Shadewood Sofa,1210,,,,,
2402,Blue Dungeon Sofa,,,,,,
2403,Green Dungeon Sofa,,,,,,
2404,Pink Dungeon Sofa,,,,,,
2405,Golden Sofa,,,,,,
2406,Obsidian Sofa,,,,,,
2407,Bone Sofa,119,,,,,
2408,Cactus Sofa,206,,,,,
2409,Spooky Sofa,1351,,,,,
2410,Skyware Sofa,1263,,,,,
2411,Honey Sofa,634,,,,,
2412,Steampunk Sofa,1387,,,,,
2413,Mushroom Sofa,840,,,,,
2414,Glass Sofa,525,,,,,
2415,Pumpkin Sofa,1085,,,,,
2416,Lihzahrd Sofa,738,,,,,
2417,Seashell Hairpin,,,,,,
2418,Mermaid Adornment,,,,,,
2419,Mermaid Tail,,,,,,
2420,Zephyr Fish,,,,,,
2421,Fleshcatcher,470,,,,,
2422,Hotline Fishing Hook,,,,,,
2423,Frog Leg,,,,,,
2424,Anchor,,,,,,
2425,Cooked Fish,272,273,274,275,276,277
2426,Cooked Shrimp,279,,,,,
2427,Sashimi,1177,1178,1179,1180,,
2428,Fuzzy Carrot,,,,,,
2429,Scaly Truffle,,,,,,
2430,Slimy Saddle,,,,,,
2431,Bee Wax,,,,,,
2432,Copper Plating Wall,297,,,,,
2433,Stone Slab Wall,1397,,,,,
2434,Sail,,,,,,
2435,Coralstone Block,,,,,,
2439,Blue Jellyfish Jar,98,,,,,
2440,Green Jellyfish Jar,579,,,,,
2441,Pink Jellyfish Jar,1033,,,,,
2442,Life Preserver,,,,,,
2443,Ship's Wheel,,,,,,
2444,Compass Rose,,,,,,
2445,Wall Anchor,,,,,,
2446,Goldfish Trophy,,,,,,
2447,Bunnyfish Trophy,,,,,,
2448,Swordfish Trophy,,,,,,
2449,Sharkteeth Trophy,,,,,,
2450,Batfish,,,,,,
2451,Bumblebee Tuna,,,,,,
2452,Catfish,,,,,,
2453,Cloudfish,,,,,,
2454,Cursedfish,,,,,,
2455,Dirtfish,,,,,,
2456,Dynamite Fish,,,,,,
2457,Eater of Plankton,,,,,,
2458,Fallen Starfish,,,,,,
2459,The Fish of Cthulhu,,,,,,
2460,Fishotron,,,,,,
2461,Harpyfish,,,,,,
2462,Hungerfish,,,,,,
2463,Ichorfish,,,,,,
2464,Jewelfish,,,,,,
2465,Mirage Fish,,,,,,
2466,Mutant Flinxfin,,,,,,
2467,Pengfish,,,,,,
2468,Pixiefish,,,,,,
2469,Spiderfish,,,,,,
2470,Tundra Trout,,,,,,
2471,Unicorn Fish,,,,,,
2472,Guide Voodoo Fish,,,,,,
2473,Wyverntail,,,,,,
2474,Zombie Fish,,,,,,
2475,Amanitia Fungifin,,,,,,
2476,Angelfish,,,,,,
2477,Bloody Manowar,,,,,,
2478,Bonefish,,,,,,
2479,Bunnyfish,,,,,,
2480,Cap'n Tunabeard,,,,,,
2481,Clownfish,,,,,,
2482,Demonic Hellfish,,,,,,
2483,Derpfish,,,,,,
2484,Fishron,,,,,,
2485,Infected Scabbardfish,,,,,,
2486,Mudfish,,,,,,
2487,Slimefish,,,,,,
2488,Tropical Barracuda,,,,,,
2489,King Slime Trophy,,,,,,
2490,Ship in a Bottle,,,,,,
2491,Hardy Saddle,,,,,,
2492,Pressure Plate Track,1060,,,,,
2493,King Slime Mask,,,,,,
2494,Fin Wings,,,,,,
2495,Treasure Map,,,,,,
2496,Seaweed Planter,,,,,,
2497,Pillagin Me Pixels,,,,,,
2498,Fish Costume Mask,,,,,,
2499,Fish Costume Shirt,,,,,,
2500,Fish Costume Finskirt,,,,,,
2501,Ginger Beard,,,,,,
2502,Honeyed Goggles,,,,,,
2503,Boreal Wood,124,125,,,,
2504,Palm Wood,947,948,,,,
2505,Boreal Wood Wall,153,,,,,
2506,Palm Wood Wall,977,,,,,
2507,Boreal Wood Fence,142,,,,,
2508,Palm Wood Fence,966,,,,,
2509,Boreal Wood Helmet,145,,,,,
2510,Boreal Wood Breastplate,131,,,,,
2511,Boreal Wood Greaves,143,,,,,
2512,Palm Wood Helmet,969,,,,,
2513,Palm Wood Breastplate,955,,,,,
2514,Palm Wood Greaves,967,,,,,
2515,Palm Wood Bow,954,,,,,
2516,Palm Wood Hammer,968,,,,,
2517,Palm Wood Sword,975,,,,,
2518,Palm Wood Platform,973,,,,,
2519,Palm Wood Bathtub,949,950,,,,
2520,Palm Wood Bed,951,,,,,
2521,Palm Wood Bench,952,,,,,
2522,Palm Wood Candelabra,956,,,,,
2523,Palm Wood Candle,957,,,,,
2524,Palm Wood Chair,958,,,,,
2525,Palm Wood Chandelier,959,,,,,
2526,Palm Wood Chest,960,961,,,,
2527,Palm Wood Sofa,974,,,,,
2528,Palm Wood Door,964,,,,,
2529,Palm Wood Dresser,965,,,,,
2530,Palm Wood Lantern,971,,,,,
2531,Palm Wood Piano,972,,,,,
2532,Palm Wood Table,976,,,,,
2533,Palm Wood Lamp,970,,,,,
2534,Palm Wood Work Bench,978,,,,,
2535,Optic Staff,,,,,,
2536,Palm Wood Bookcase,953,,,,,
2537,Mushroom Bathtub,823,824,,,,
2538,Mushroom Bed,825,,,,,
2539,Mushroom Bench,,,,,,
2540,Mushroom Bookcase,826,,,,,
2541,Mushroom Candelabra,827,,,,,
2542,Mushroom Candle,828,,,,,
2543,Mushroom Chandelier,830,,,,,
2544,Mushroom Chest,831,832,,,,
2545,Mushroom Dresser,836,,,,,
2546,Mushroom Lantern,838,,,,,
2547,Mushroom Lamp,837,,,,,
2548,Mushroom Piano,839,,,,,
2549,Mushroom Platform,,,,,,
2550,Mushroom Table,841,,,,,
2551,Spider Staff,1329,,,,,
2552,Boreal Wood Bathtub,126,127,,,,
2553,Boreal Wood Bed,128,,,,,
2554,Boreal Wood Bookcase,129,,,,,
2555,Boreal Wood Candelabra,132,,,,,
2556,Boreal Wood Candle,133,,,,,
2557,Boreal Wood Chair,134,,,,,
2558,Boreal Wood Chandelier,135,,,,,
2559,Boreal Wood Chest,136,137,,,,
2560,Boreal Wood Clock,138,139,,,,
2561,Boreal Wood Door,140,,,,,
2562,Boreal Wood Dresser,141,,,,,
2563,Boreal Wood Lamp,146,,,,,
2564,Boreal Wood Lantern,147,,,,,
2565,Boreal Wood Piano,148,,,,,
2566,Boreal Wood Platform,149,,,,,
2567,Slime Bathtub,1266,,,,,
2568,Slime Bed,1267,,,,,
2569,Slime Bookcase,1271,,,,,
2570,Slime Candelabra,1272,,,,,
2571,Slime Candle,1273,,,,,
2572,Slime Chair,1274,,,,,
2573,Slime Chandelier,1275,,,,,
2574,Slime Chest,1276,1277,,,,
2575,Slime Clock,1278,1279,,,,
2576,Slime Door,1282,,,,,
2577,Slime Dresser,1283,,,,,
2578,Slime Lamp,1284,,,,,
2579,Slime Lantern,1285,,,,,
2580,Slime Piano,1286,,,,,
2581,Slime Platform,1287,,,,,
2582,Slime Sofa,1288,,,,,
2583,Slime Table,1289,,,,,
2584,Pirate Staff,,,,,,
2585,Slime Hook,,,,,,
2586,Sticky Grenade,1393,,,,,
2587,Tartar Sauce,,,,,,
2588,Duke Fishron Mask,,,,,,
2589,Duke Fishron Trophy,,,,,,
2590,Molotov Cocktail,808,,,,,
2591,Bone Clock,113,114,,,,
2592,Cactus Clock,195,196,,,,
2593,Ebonwood Clock,388,389,,,,
2594,Frozen Clock,485,486,,,,
2595,Lihzahrd Clock,731,732,,,,
2596,Living Wood Clock,755,756,,,,
2597,Rich Mahogany Clock,1138,1139,,,,
2598,Flesh Clock,459,460,,,,
2599,Mushroom Clock,833,834,,,,
2600,Obsidian Clock,,,,,,
2601,Palm Wood Clock,962,963,,,,
2602,Pearlwood Clock,999,1000,,,,
2603,Pumpkin Clock,1073,1074,,,,
2604,Shadewood Clock,1198,1199,,,,
2605,Spooky Clock,1341,1342,,,,
2606,Skyware Clock,1402,1403,,,,
2607,Spider Fang,,,,,,
2608,Falcon Blade,,,,,,
2609,Fishron Wings,,,,,,
2610,Slime Gun,,,,,,
2611,Flairon,,,,,,
2612,Green Dungeon Chest,573,574,,,,
2613,Pink Dungeon Chest,1026,1027,,,,
2614,Blue Dungeon Chest,90,91,,,,
2615,Bone Chest,111,112,,,,
2616,Cactus Chest,193,194,,,,
2617,Flesh Chest,457,458,,,,
2618,Obsidian Chest,897,898,,,,
2619,Pumpkin Chest,1071,1072,,,,
2620,Spooky Chest,1339,1340,,,,
2621,Tempest Staff,,,,,,
2622,Razorblade Typhoon,,,,,,
2623,Bubble Gun,,,,,,
2624,Tsunami,,,,,,
2625,Seashell,,,,,,
2626,Starfish,,,,,,
2627,Steampunk Platform,,,,,,
2628,Skyware Platform,,,,,,
2629,Living Wood Platform,761,,,,,
2630,Honey Platform,,,,,,
2631,Skyware Work Bench,1265,,,,,
2632,Glass Work Bench,528,,,,,
2633,Living Wood Work Bench,765,,,,,
2634,Flesh Sofa,467,,,,,
2635,Frozen Sofa,493,,,,,
2636,Living Wood Sofa,762,,,,,
2637,Pumpkin Dresser,1076,,,,,
2638,Steampunk Dresser,1383,,,,,
2639,Glass Dresser,520,,,,,
2640,Flesh Dresser,462,,,,,
2641,Pumpkin Lantern,1079,,,,,
2642,Obsidian Lantern,,,,,,
2643,Pumpkin Lamp,1078,,,,,
2644,Obsidian Lamp,,,,,,
2645,Blue Dungeon Lamp,,,,,,
2646,Green Dungeon Lamp,,,,,,
2647,Pink Dungeon Lamp,,,,,,
2648,Honey Candle,621,,,,,
2649,Steampunk Candle,1375,,,,,
2650,Spooky Candle,1336,,,,,
2651,Obsidian Candle,,,,,,
2652,Blue Dungeon Chandelier,,,,,,
2653,Green Dungeon Chandelier,,,,,,
2654,Pink Dungeon Chandelier,,,,,,
2655,Steampunk Chandelier,1377,,,,,
2656,Pumpkin Chandelier,1070,,,,,
2657,Obsidian Chandelier,,,,,,
2658,Blue Dungeon Bathtub,,,,,,
2659,Green Dungeon Bathtub,,,,,,
2660,Pink Dungeon Bathtub,,,,,,
2661,Pumpkin Bathtub,1062,1063,,,,
2662,Obsidian Bathtub,,,,,,
2663,Golden Bathtub,,,,,,
2664,Blue Dungeon Candelabra,,,,,,
2665,Green Dungeon Candelabra,,,,,,
2666,Pink Dungeon Candelabra,,,,,,
2667,Obsidian Candelabra,,,,,,
2668,Pumpkin Candelabra,1067,,,,,
2669,Pumpkin Bed,1064,,,,,
2670,Pumpkin Bookcase,1065,,,,,
2671,Pumpkin Piano,1082,,,,,
2672,Shark Statue,,,,,,
2673,Truffle Worm,,,,,,
2674,Apprentice Bait,,,,,,
2675,Journeyman Bait,,,,,,
2676,Master Bait,,,,,,
2677,Amber Gemspark Wall,30,,,,,
2678,Offline Amber Gemspark Wall,904,,,,,
2679,Amethyst Gemspark Wall,35,,,,,
2680,Offline Amethyst Gemspark Wall,905,,,,,
2681,Diamond Gemspark Wall,344,,,,,
2682,Offline Diamond Gemspark Wall,906,,,,,
2683,Emerald Gemspark Wall,408,,,,,
2684,Offline Emerald Gemspark Wall,907,,,,,
2685,Ruby Gemspark Wall,1160,,,,,
2686,Offline Ruby Gemspark Wall,908,,,,,
2687,Sapphire Gemspark Wall,1173,,,,,
2688,Offline Sapphire Gemspark Wall,909,,,,,
2689,Topaz Gemspark Wall,1469,,,,,
2690,Offline Topaz Gemspark Wall,910,,,,,
2691,Tin Plating Wall,1443,,,,,
2692,Tin Plating,1442,,,,,
2693,Waterfall Block,1528,,,,,
2694,Lavafall Block,699,,,,,
2695,Confetti Block,269,270,,,,
2696,Confetti Wall,271,,,,,
2697,Midnight Confetti Block,803,804,,,,
2698,Midnight Confetti Wall,805,,,,,
2699,Weapon Rack,1530,,,,,
2700,Fireworks Box,,,,,,
2701,Living Fire Block,,,,,,
2702,0' Statue,1581,,,,,
2703,1' Statue,1582,,,,,
2704,2' Statue,1583,,,,,
2705,3' Statue,1584,,,,,
2706,4' Statue,1585,,,,,
2707,5' Statue,1586,,,,,
2708,6' Statue,1587,,,,,
2709,7' Statue,1588,,,,,
2710,8' Statue,1589,,,,,
2711,9' Statue,1590,,,,,
2712,A' Statue,1591,,,,,
2713,B' Statue,1592,,,,,
2714,C' Statue,1593,,,,,
2715,D' Statue,1594,,,,,
2716,E' Statue,1595,,,,,
2717,F' Statue,1596,,,,,
2718,G' Statue,1597,,,,,
2719,H' Statue,1598,,,,,
2720,I' Statue,1599,,,,,
2721,J' Statue,1600,,,,,
2722,K' Statue,1601,,,,,
2723,L' Statue,1602,,,,,
2724,M' Statue,1603,,,,,
2725,N' Statue,1604,,,,,
2726,O' Statue,1605,,,,,
2727,P' Statue,1606,,,,,
2728,Q' Statue,1607,,,,,
2729,R' Statue,1608,,,,,
2730,S' Statue,1609,,,,,
2731,T' Statue,1610,,,,,
2732,U' Statue,1611,,,,,
2733,V' Statue,1612,,,,,
2734,W' Statue,1613,,,,,
2735,X' Statue,1614,,,,,
2736,Y' Statue,1615,,,,,
2737,Z' Statue,1616,,,,,
2738,Firework Fountain,,,,,,
2739,Booster Track,,,,,,
2740,Grasshopper,,,,,,
2741,Grasshopper Cage,559,,,,,
2742,Music Box (Underground Crimson),,,,,,
2743,Cactus Table,208,,,,,
2744,Cactus Platform,205,,,,,
2745,Boreal Wood Sword,151,,,,,
2746,Boreal Wood Hammer,144,,,,,
2747,Boreal Wood Bow,130,,,,,
2748,Glass Chest,514,515,,,,
2749,Xeno Staff,,,,,,
2750,Meteor Staff,,,,,,
2751,Living Cursed Fire Block,743,,,,,
2752,Living Demon Fire Block,744,,,,,
2753,Living Frost Fire Block,745,,,,,
2754,Living Ichor Fire Block,746,,,,,
2755,Living Ultrabright Fire Block,747,,,,,
2756,Gender Change Potion,,,,,,
2757,Vortex Helmet,1519,,,,,
2758,Vortex Breastplate,1515,,,,,
2759,Vortex Leggings,1520,,,,,
2760,Nebula Helmet,881,,,,,
2761,Nebula Breastplate,877,,,,,
2762,Nebula Leggings,882,,,,,
2763,Solar Flare Helmet,1301,,,,,
2764,Solar Flare Breastplate,1299,,,,,
2765,Solar Flare Leggings,1302,,,,,
2766,Solar Tablet Fragment,,,,,,
2767,Solar Tablet,,,,,,
2768,Drill Containment Unit,,,,,,
2769,Cosmic Car Key,,,,,,
2770,Mothron Wings,,,,,,
2772,Vortex Axe,,,,,,
2773,Vortex Chainsaw,,,,,,
2774,Vortex Drill,,,,,,
2775,Vortex Hammer,,,,,,
2776,Vortex Pickaxe,1522,,,,,
2777,Nebula Axe,,,,,,
2778,Nebula Chainsaw,,,,,,
2779,Nebula Drill,,,,,,
2780,Nebula Hammer,,,,,,
2781,Nebula Pickaxe,885,,,,,
2782,Solar Flare Axe,,,,,,
2783,Solar Flare Chainsaw,,,,,,
2784,Solar Flare Drill,,,,,,
2785,Solar Flare Hammer,,,,,,
2786,Solar Flare Pickaxe,1303,,,,,
2787,Honeyfall Block,638,,,,,
2788,Honeyfall Wall,,,,,,
2789,Chlorophyte Brick Wall,,,,,,
2790,Crimtane Brick Wall,,,,,,
2791,Shroomite Plating Wall,,,,,,
2792,Chlorophyte Brick,,,,,,
2793,Crimtane Brick,,,,,,
2794,Shroomite Plating,,,,,,
2795,Laser Machinegun,,,,,,
2796,Electrosphere Launcher,,,,,,
2797,Xenopopper,,,,,,
2798,Laser Drill,,,,,,
2799,Mechanical Ruler,,,,,,
2800,Anti-Gravity Hook,,,,,,
2801,Moon Mask,,,,,,
2802,Sun Mask,,,,,,
2803,Martian Costume Mask,,,,,,
2804,Martian Costume Shirt,,,,,,
2805,Martian Costume Pants,,,,,,
2806,Martian Uniform Helmet,,,,,,
2807,Martian Uniform Torso,,,,,,
2808,Martian Uniform Pants,,,,,,
2809,Martian Astro Clock,,,,,,
2810,Martian Bathtub,,,,,,
2811,Martian Bed,,,,,,
2812,Martian Hover Chair,,,,,,
2813,Martian Chandelier,,,,,,
2814,Martian Chest,,,,,,
2815,Martian Door,,,,,,
2816,Martian Dresser,,,,,,
2817,Martian Holobookcase,,,,,,
2818,Martian Hover Candle,,,,,,
2819,Martian Lamppost,,,,,,
2820,Martian Lantern,,,,,,
2821,Martian Piano,,,,,,
2822,Martian Platform,,,,,,
2823,Martian Sofa,,,,,,
2824,Martian Table,,,,,,
2825,Martian Table Lamp,,,,,,
2826,Martian Work Bench,,,,,,
2827,Wooden Sink,,,,,,
2828,Ebonwood Sink,,,,,,
2829,Rich Mahogany Sink,,,,,,
2830,Pearlwood Sink,,,,,,
2831,Bone Sink,,,,,,
2832,Flesh Sink,,,,,,
2833,Living Wood Sink,,,,,,
2834,Skyware Sink,,,,,,
2835,Shadewood Sink,,,,,,
2836,Lihzahrd Sink,,,,,,
2837,Blue Dungeon Sink,,,,,,
2838,Green Dungeon Sink,,,,,,
2839,Pink Dungeon Sink,,,,,,
2840,Obsidian Sink,,,,,,
2841,Metal Sink,,,,,,
2842,Glass Sink,,,,,,
2843,Golden Sink,,,,,,
2844,Honey Sink,,,,,,
2845,Steampunk Sink,,,,,,
2846,Pumpkin Sink,,,,,,
2847,Spooky Sink,,,,,,
2848,Frozen Sink,,,,,,
2849,Dynasty Sink,,,,,,
2850,Palm Wood Sink,,,,,,
2851,Mushroom Sink,,,,,,
2852,Boreal Wood Sink,,,,,,
2853,Slime Sink,,,,,,
2854,Cactus Sink,,,,,,
2855,Martian Sink,,,,,,
2856,Solar Cultist Hood,,,,,,
2857,Lunar Cultist Hood,,,,,,
2858,Solar Cultist Robe,,,,,,
2859,Lunar Cultist Robe,,,,,,
2860,Martian Conduit Plating,,,,,,
2861,Martian Conduit Wall,,,,,,
2862,HiTek Sunglasses,,,,,,
2863,Martian Hair Dye,,,,,,
2864,Martian Dye,,,,,,
2865,Castle Marsberg,,,,,,
2866,Martia Lisa,,,,,,
2867,The Truth Is Up There,,,,,,
2868,Smoke Block,,,,,,
2869,Living Flame Dye,,,,,,
2870,Living Rainbow Dye,,,,,,
2871,Shadow Dye,,,,,,
2872,Negative Dye,,,,,,
2873,Living Ocean Dye,,,,,,
2874,Brown Dye,,,,,,
2875,Brown and Black Dye,,,,,,
2876,Bright Brown Dye,,,,,,
2877,Brown and Silver Dye,,,,,,
2878,Wisp Dye,,,,,,
2879,Pixie Dye,,,,,,
2880,Influx Waver,,,,,,
2881,Phasic Warp Ejector,,,,,,
2882,Charged Blaster Cannon,,,,,,
2883,Chlorophyte Dye,,,,,,
2884,Unicorn Wisp Dye,,,,,,
2885,Infernal Wisp Dye,,,,,,
2886,Vicious Powder,1507,,,,,
2887,Vicious Mushroom,,,,,,
2888,The Bee's Knees,,,,,,
2889,Gold Bird,,,,,,
2890,Gold Bunny,,,,,,
2891,Gold Butterfly,,,,,,
2892,Gold Frog,,,,,,
2893,Gold Grasshopper,,,,,,
2894,Gold Mouse,,,,,,
2895,Gold Worm,,,,,,
2896,Sticky Dynamite,1391,,,,,
2897,Angry Trapper Banner,,,,,,
2898,Armored Viking Banner,,,,,,
2899,Black Slime Banner,,,,,,
2900,Blue Armored Bones Banner,,,,,,
2901,Blue Cultist Archer Banner,,,,,,
2902,Blue Cultist Caster Banner,,,,,,
2903,Blue Cultist Fighter Banner,,,,,,
2904,Bone Lee Banner,,,,,,
2905,Clinger Banner,,,,,,
2906,Cochineal Beetle Banner,,,,,,
2907,Corrupt Penguin Banner,,,,,,
2908,Corrupt Slime Banner,,,,,,
2909,Corruptor Banner,,,,,,
2910,Crimslime Banner,,,,,,
2911,Cursed Skull Banner,,,,,,
2912,Cyan Beetle Banner,,,,,,
2913,Devourer Banner,,,,,,
2914,Diabolist Banner,,,,,,
2915,Doctor Bones Banner,,,,,,
2916,Dungeon Slime Banner,,,,,,
2917,Dungeon Spirit Banner,,,,,,
2918,Elf Archer Banner,,,,,,
2919,Elf Copter Banner,,,,,,
2920,Eyezor Banner,,,,,,
2921,Flocko Banner,,,,,,
2922,Ghost Banner,,,,,,
2923,Giant Bat Banner,,,,,,
2924,Giant Cursed Skull Banner,,,,,,
2925,Giant Flying Fox Banner,,,,,,
2926,Gingerbread Man Banner,,,,,,
2927,Goblin Archer Banner,,,,,,
2928,Green Slime Banner,,,,,,
2929,Headless Horseman Banner,,,,,,
2930,Hell Armored Bones Banner,,,,,,
2931,Hellhound Banner,,,,,,
2932,Hoppin' Jack Banner,,,,,,
2933,Ice Bat Banner,,,,,,
2934,Ice Golem Banner,,,,,,
2935,Ice Slime Banner,,,,,,
2936,Ichor Sticker Banner,,,,,,
2937,Illuminant Bat Banner,,,,,,
2938,Illuminant Slime Banner,,,,,,
2939,Jungle Bat Banner,,,,,,
2940,Jungle Slime Banner,,,,,,
2941,Krampus Banner,,,,,,
2942,Lac Beetle Banner,,,,,,
2943,Lava Bat Banner,,,,,,
2944,Lava Slime Banner,,,,,,
2945,Martian Brainscrambler Banner,,,,,,
2946,Martian Drone Banner,,,,,,
2947,Martian Engineer Banner,,,,,,
2948,Martian Gigazapper Banner,,,,,,
2949,Martian Gray Grunt Banner,,,,,,
2950,Martian Officer Banner,,,,,,
2951,Martian Raygunner Banner,,,,,,
2952,Martian Scutlix Gunner Banner,,,,,,
2953,Martian Tesla Turret Banner,,,,,,
2954,Mister Stabby Banner,,,,,,
2955,Mother Slime Banner,,,,,,
2956,Necromancer Banner,,,,,,
2957,Nutcracker Banner,,,,,,
2958,Paladin Banner,,,,,,
2959,Penguin Banner,,,,,,
2960,Pinky Banner,,,,,,
2961,Poltergeist Banner,,,,,,
2962,Possessed Armor Banner,,,,,,
2963,Present Mimic Banner,,,,,,
2964,Purple Slime Banner,,,,,,
2965,Ragged Caster Banner,,,,,,
2966,Rainbow Slime Banner,,,,,,
2967,Raven Banner,,,,,,
2968,Red Slime Banner,,,,,,
2969,Rune Wizard Banner,,,,,,
2970,Rusty Armored Bones Banner,,,,,,
2971,Scarecrow Banner,,,,,,
2972,Scutlix Banner,,,,,,
2973,Skeleton Archer Banner,,,,,,
2974,Skeleton Commando Banner,,,,,,
2975,Skeleton Sniper Banner,,,,,,
2976,Slimer Banner,,,,,,
2977,Snatcher Banner,,,,,,
2978,Snow Balla Banner,,,,,,
2979,Snowman Gangsta Banner,,,,,,
2980,Spiked Ice Slime Banner,,,,,,
2981,Spiked Jungle Slime Banner,,,,,,
2982,Splinterling Banner,,,,,,
2983,Squid Banner,,,,,,
2984,Tactical Skeleton Banner,,,,,,
2985,The Groom Banner,,,,,,
2986,Tim Banner,,,,,,
2987,Undead Miner Banner,,,,,,
2988,Undead Viking Banner,,,,,,
2989,White Cultist Archer Banner,,,,,,
2990,White Cultist Caster Banner,,,,,,
2991,White Cultist Fighter Banner,,,,,,
2992,Yellow Slime Banner,,,,,,
2993,Yeti Banner,,,,,,
2994,Zombie Elf Banner,,,,,,
2995,Sparky,,,,,,
2996,Vine Rope,,,,,,
2997,Wormhole Potion,1559,,,,,
2998,Summoner Emblem,,,,,,
2999,Bewitching Table,,,,,,
3000,Alchemy Table,,,,,,
3001,Strange Brew,,,,,,
3002,Spelunker Glowstick,,,,,,
3003,Bone Arrow,,,,,,
3004,Bone Torch,,,,,,
3005,Vine Rope Coil,,,,,,
3006,Life Drain,,,,,,
3007,Dart Pistol,,,,,,
3008,Dart Rifle,,,,,,
3009,Crystal Dart,,,,,,
3010,Cursed Dart,,,,,,
3011,Ichor Dart,,,,,,
3012,Chain Guillotines,,,,,,
3013,Fetid Baghnakhs,,,,,,
3014,Clinger Staff,,,,,,
3015,Putrid Scent,,,,,,
3016,Flesh Knuckles,,,,,,
3017,Flower Boots,,,,,,
3018,Seedler,,,,,,
3019,Hellwing Bow,,,,,,
3020,Tendon Hook,,,,,,
3021,Thorn Hook,,,,,,
3022,Illuminant Hook,,,,,,
3023,Worm Hook,,,,,,
3024,Skiphs's Blood,,,,,,
3025,Purple Ooze Dye,,,,,,
3026,Reflective Silver Dye,,,,,,
3027,Reflective Gold Dye,,,,,,
3028,Blue Acid Dye,,,,,,
3029,Daedalus Stormbow,,,,,,
3030,Flying Knife,,,,,,
3031,Bottomless Water Bucket,,,,,,
3032,Super Absorbant Sponge,,,,,,
3033,Gold Ring,,,,,,
3034,Coin Ring,,,,,,
3035,Greedy Ring,,,,,,
3036,Fish Finder,430,,,,,
3037,Weather Radio,,,,,,
3038,Hades Dye,,,,,,
3039,Twilight Dye,,,,,,
3040,Acid Dye,,,,,,
3041,Glowing Mushroom Dye,,,,,,
3042,Phase Dye,,,,,,
3043,Magic Lantern,,,,,,
3044,Music Box (Lunar Boss),,,,,,
3045,Rainbow Torch,,,,,,
3046,Cursed Campfire,,,,,,
3047,Demon Campfire,,,,,,
3048,Frozen Campfire,,,,,,
3049,Ichor Campfire,,,,,,
3050,Rainbow Campfire,,,,,,
3051,Crystal Vile Shard,,,,,,
3052,Shadowflame Bow,,,,,,
3053,Shadowflame Hex Doll,,,,,,
3054,Shadowflame Knife,,,,,,
3056,Cold Snap,,,,,,
3057,Cursed Saint,,,,,,
3058,Snowfellas,,,,,,
3059,The Season,,,,,,
3060,Bone Rattle,,,,,,
3061,Architect Gizmo Pack,46,,,,,
3063,Meowmere,,,,,,
3064,Enchanted Sundial,,,,,,
3065,Star Wrath,,,,,,
3066,Smooth Marble Block,,,,,,
3067,Hellstone Brick Wall,,,,,,
